01-01-03-02-01-01-21,0.023219605284854138,0.001845027220878226,0.03573768251602862,1.685802388898883,0.1698020594004547,0.03874191665084039,0.044851281764548646,3.8244897411760155e-06,3.703870002729608e-09,4.996678691510553e-06,0.6859017698584774,3.0939170821766204e-08,2.0472588278789776e-07,1.2711826554913103e-07,happy,happy
01-01-01-01-01-01-21,0.06739196796828378,0.001215679980557039,0.11565587346820252,0.643453409205528,0.9007393024619726,0.24024981986722224,0.03129388666615802,0.0001677187913342622,1.4521037097438235e-07,1.8165868362516126e-05,0.008970565499293284,0.19453408470706118,0.0019941847340001363,1.3413367024887953e-06,neutral,neutral
01-01-05-01-02-02-21,1.168314869028835,0.12084112167185014,0.162024169291756,0.018301918442748873,0.22466225239522872,0.28255201037026784,0.02330386040057602,0.1737206866057874,0.00029935888658490787,5.807702378926815e-07,5.719347410328231e-05,7.201827325244901e-09,9.559331014861604e-07,3.6344029831688805e-07,angry,angry
01-01-05-01-01-02-21,1.1506226124198913,0.10448143746404119,0.1715517016640574,0.02450199735581477,0.20068061879532617,0.3273760798707952,0.02078539751350359,0.16116502885736675,6.28362046937938e-05,9.238302004461729e-06,0.0001499482610335263,1.2133546462170313e-08,1.8904227569269463e-05,7.35507409145782e-08,angry,angry
01-01-03-01-02-02-21,0.03741088146915786,0.0029551735763917795,0.050545811411753246,1.2368359548890817,0.531423800119118,0.08952098522285168,0.05130759528013875,0.00010868740911069326,2.149449964774691e-06,5.753508544158372e-07,0.32990921748760155,0.056527194024269985,2.047597792761137e-05,1.207696900091858e-05,happy,happy
01-01-03-01-02-01-21,0.03585949272311514,0.004159915161025324,0.04618000631956617,1.5237967280861104,0.27378841766320694,0.08832877451964274,0.027886712683222868,1.0571811414341051e-05,3.32141758167832e-07,6.432658439105678e-06,0.5410567809194358,0.00907308895270335,2.7434346654320245e-05,3.392800498735302e-06,happy,happy
01-01-05-01-01-01-21,1.1352037315942087,0.12171145767115224,0.16955153479884838,0.034395956189713174,0.21775156753826974,0.2994680680789386,0.021917846944379017,0.15281556534409713,1.296930090991044e-05,5.5527541495987785e-05,0.0002856912960468101,8.670490774327323e-08,1.4580858402496812e-05,2.709956625669967e-07,angry,angry
01-01-04-02-02-01-21,0.14078277818632123,0.01978442283096909,0.11060532157345859,0.5584221373367311,0.31385702485656736,0.8354776023788453,0.021070509398527452,0.004787867152705963,5.596957449911132e-05,0.00017990803107971804,0.0763949262302695,0.017372790922835467,0.1581212749118479,2.3954295598626243e-05,sad,sad
01-01-07-01-02-02-21,0.1232141577119209,1.5329753323119832,0.05995584428291317,0.010208740023541229,0.15525291751440135,0.10095066256468889,0.017442196521975373,0.0028664951876529177,0.551931562897878,1.5876742224861147e-06,2.5266032135653034e-05,9.48982081418823e-06,1.4577262196416593e-05,7.568650906650279e-05,disgust,disgust
01-01-06-01-01-02-21,0.09773455959152755,0.010595334272729212,0.9067317089847126,0.23004813960940437,0.4881684033417806,0.2470679970945518,0.019653865322539533,0.0015199080485729256,6.164482870586296e-06,0.08801488447813331,0.009961905235198484,0.0017423503073300199,0.0018432046600088633,5.813373187309609e-06,fear,fear
01-01-08-02-01-02-21,0.08489736295453405,0.011605972036179038,0.1277839533244792,0.16400738968492398,0.30570880088736635,0.21808431334203476,1.0879121467302655,7.772219794984133e-06,1.585806003337242e-08,8.544810055623662e-07,0.00013141587942295567,8.32209253418826e-10,9.434485105947854e-08,0.08873712636621288,surprise,surprise
01-01-07-02-02-02-21,0.3162448849805223,1.382905441815769,0.09331334221244274,0.015184903156008164,0.06923026026864611,0.10728816467408171,0.015833004269334778,0.024946770415699034,0.4582810614732362,9.45360105559027e-07,2.1088434704002228e-05,4.639728563393446e-06,8.273802157244178e-06,6.788565904933406e-06,disgust,disgust
01-01-02-02-01-01-21,0.05388660488587117,0.0029292368853173966,0.08351383698711642,0.1961790186083738,1.452079114384969,0.1569487711385827,0.05446345341951664,1.7718015666430736e-07,2.353148415196908e-09,3.4406455148283044e-08,3.387515066141968e-05,0.4523428945742945,4.769106270938648e-05,3.363269653070886e-09,neutral,neutral
01-01-02-02-01-02-21,0.039868091817223714,0.0011473878985676954,0.06862925435717762,0.17157391505387698,1.5426307452311094,0.11693593772749193,0.059214587734731185,1.4557764860621314e-07,1.4440050255961972e-09,7.57371863420849e-09,7.645243632911704e-06,0.5428228970987924,4.323277888779856e-05,1.1685835815709708e-09,neutral,neutral
01-01-06-01-02-01-21,0.0852347520410487,0.016829102582411735,0.9742925734866166,0.06094995552372333,0.5051877966561857,0.33744845158334935,0.020057363668720508,3.6249588827784505e-06,1.942476309552406e-05,0.10012242189808804,0.000827257357059908,0.01382638820753381,0.01831222964850193,5.9748817628441255e-05,fear,fear
01-01-06-01-02-02-21,0.08455229410658104,0.012947233590118184,0.849068938951336,0.2124501808760596,0.5278373695755905,0.29812201723780396,0.015021849678333173,0.00012658247320961537,5.077266457612762e-06,0.08719743925825492,0.0033800701035583604,0.025778620987487285,0.004884852543611995,2.0751638832929554e-05,fear,fear
01-01-02-01-02-02-21,0.05134383432930006,0.0015252911385531325,0.08366353828794501,0.10877486591990769,1.5418974854201641,0.16732254341297245,0.04547238605739236,7.313691545342133e-08,8.253577172827585e-09,8.003662748975663e-09,1.4608253446553973e-05,0.5420767534233603,4.166325109291411e-05,3.954493854752358e-08,neutral,neutral
01-01-03-02-01-02-21,0.031967161648573855,0.006455607989965635,0.04189993872401213,1.650873805926759,0.17141210463189782,0.05539421283334677,0.0419971819992376,1.4832608327436037e-05,6.853208091970217e-08,2.7116058363606997e-07,0.6510625259017886,8.185132380921363e-08,2.0374876858346037e-06,6.736463467947586e-07,happy,happy
01-01-06-02-02-01-21,0.20331177478309226,0.04561940458870556,0.19383937883981775,0.9354499028358122,0.2777902302717922,0.3144498517534095,0.029539536389400243,0.010219690689419489,3.12990645058113e-05,0.006208118323364024,0.059483414902011915,1.1923521322477531e-05,8.512093456207969e-05,2.0533320020080187e-05,happy,happy
01-01-04-02-01-02-21,0.09528217774035784,0.03570271817079882,0.13998922853249127,0.15629237929373976,0.185481318083439,1.3702255593299866,0.01702646263093836,7.136856920131142e-05,2.8386896698336817e-06,6.728620331616981e-05,0.000702787858187148,9.568522198521531e-05,0.3742584277588175,2.9423098282599367e-08,sad,sad
01-01-01-01-01-02-21,0.06280067820841964,0.001082233306582362,0.11747405753250158,0.025533127928034603,1.5014602283563694,0.25124033841689086,0.04040929513365588,1.3531763549360438e-05,2.9861333627195573e-08,2.4485997446251887e-06,0.00015915254680136178,0.5079676611622321,0.0005743042820648233,1.3131344007436257e-06,neutral,neutral
