Angry,Disgust,Fearful,Happy,Sad,Surprised,Neutral,Video,Frame,Correct_Class,Predicted_Class
0.12505488097667694,0.0029345047660171986,0.08960381895303726,0.08710569143295288,0.38856008648872375,0.01704949513077736,0.2896915376186371,01-01-02-01-01-01-09,26,Calm,Sad
0.10444741696119308,0.0018099198350682855,0.0780399963259697,0.04660460725426674,0.48098331689834595,0.013955513015389442,0.2741592228412628,01-01-02-01-01-01-09,27,Calm,Sad
0.0875416025519371,0.0011305451625958085,0.07378777116537094,0.05044163390994072,0.5105441808700562,0.023701108992099762,0.2528531849384308,01-01-02-01-01-01-09,28,Calm,Sad
0.14034858345985413,0.004801146220415831,0.08178287744522095,0.1137973889708519,0.4023433327674866,0.02171720750629902,0.23520953953266144,01-01-02-01-01-01-09,29,Calm,Sad
0.11326049268245697,0.001582146855071187,0.07191839069128036,0.11518573015928268,0.44073501229286194,0.04195671156048775,0.2153615653514862,01-01-02-01-01-01-09,30,Calm,Sad
0.10733698308467865,0.0014366490067914128,0.07956746965646744,0.09297008067369461,0.4732767939567566,0.07042307406663895,0.17498891055583954,01-01-02-01-01-01-09,31,Calm,Sad
0.09672241657972336,0.000919745652936399,0.07462932914495468,0.10192523896694183,0.45340949296951294,0.11068979650735855,0.1617039144039154,01-01-02-01-01-01-09,32,Calm,Sad
0.10110768675804138,0.0009082108153961599,0.09238166362047195,0.0809895247220993,0.42522093653678894,0.09357482194900513,0.20581719279289246,01-01-02-01-01-01-09,33,Calm,Sad
0.11691372841596603,0.0010031325509771705,0.07690207660198212,0.08489791303873062,0.35218289494514465,0.031600892543792725,0.3364993929862976,01-01-02-01-01-01-09,34,Calm,Sad
0.07849611341953278,0.000332129216985777,0.07959837466478348,0.08764820545911789,0.1859414279460907,0.009075834415853024,0.5589079260826111,01-01-02-01-01-01-09,35,Calm,Neutral
0.06090458855032921,0.00018211003043688834,0.051558516919612885,0.11208435893058777,0.1576361358165741,0.010165048763155937,0.6074692606925964,01-01-02-01-01-01-09,36,Calm,Neutral
0.06832320988178253,0.00038646961911581457,0.054426293820142746,0.09842502325773239,0.16388532519340515,0.009491502307355404,0.6050622463226318,01-01-02-01-01-01-09,37,Calm,Neutral
0.1074669361114502,0.0007711998769082129,0.06569879502058029,0.09946952015161514,0.2156967669725418,0.012958107516169548,0.4979385733604431,01-01-02-01-01-01-09,38,Calm,Neutral
0.08508211374282837,0.000499565212521702,0.06228538230061531,0.09414665400981903,0.24327313899993896,0.014919490553438663,0.49979373812675476,01-01-02-01-01-01-09,39,Calm,Neutral
0.09208393096923828,0.0008890468161553144,0.0598984993994236,0.07108062505722046,0.3409382998943329,0.012146761640906334,0.42296290397644043,01-01-02-01-01-01-09,40,Calm,Neutral
0.10569670796394348,0.0007870408007875085,0.06415574252605438,0.055968694388866425,0.44257858395576477,0.005543258972465992,0.3252699077129364,01-01-02-01-01-01-09,41,Calm,Sad
0.10746849328279495,0.0019386038184165955,0.08642590045928955,0.027601316571235657,0.4996269643306732,0.005486255511641502,0.27145248651504517,01-01-02-01-01-01-09,42,Calm,Sad
0.157054603099823,0.018721092492341995,0.10450467467308044,0.013990042731165886,0.4858803153038025,0.007717540487647057,0.21213175356388092,01-01-02-01-01-01-09,43,Calm,Sad
0.17172425985336304,0.03817473724484444,0.061351045966148376,0.010167650878429413,0.5921690464019775,0.05796724557876587,0.068446084856987,01-01-02-01-01-01-09,44,Calm,Sad
0.14231033623218536,0.013104251585900784,0.05178244411945343,0.01015414297580719,0.572254478931427,0.12853507697582245,0.08185926079750061,01-01-02-01-01-01-09,45,Calm,Sad
0.15162280201911926,0.014008521102368832,0.05327526479959488,0.007224928122013807,0.5119107365608215,0.1940072625875473,0.06795048713684082,01-01-02-01-01-01-09,46,Calm,Sad
0.1557968705892563,0.01466443669050932,0.05512420833110809,0.006914188619703054,0.551741361618042,0.14835961163043976,0.06739941984415054,01-01-02-01-01-01-09,47,Calm,Sad
0.13882482051849365,0.023792311549186707,0.05448167398571968,0.005841270089149475,0.6292114853858948,0.08645489066839218,0.06139357388019562,01-01-02-01-01-01-09,48,Calm,Sad
0.10991820693016052,0.013259111903607845,0.05408404767513275,0.0031165170948952436,0.7385204434394836,0.04030831158161163,0.04079332575201988,01-01-02-01-01-01-09,49,Calm,Sad
0.09108027815818787,0.01638345792889595,0.05627021566033363,0.002007830888032913,0.7691230177879333,0.02647174336016178,0.03866343945264816,01-01-02-01-01-01-09,50,Calm,Sad
0.08359359204769135,0.008467992767691612,0.067667655646801,0.0021150517277419567,0.7684865593910217,0.030901191756129265,0.038767967373132706,01-01-02-01-01-01-09,51,Calm,Sad
0.0994030013680458,0.008328946307301521,0.11645349115133286,0.0018115586135536432,0.7104663848876953,0.005891691893339157,0.05764498561620712,01-01-02-01-01-01-09,52,Calm,Sad
0.09927360713481903,0.010021465830504894,0.10288546234369278,0.004582979250699282,0.5756098031997681,0.001778245554305613,0.20584842562675476,01-01-02-01-01-01-09,53,Calm,Sad
0.07876614481210709,0.009710632264614105,0.09008816629648209,0.007063085678964853,0.6352289915084839,0.0018850680207833648,0.17725786566734314,01-01-02-01-01-01-09,54,Calm,Sad
0.1282084435224533,0.019353559240698814,0.0937405526638031,0.003833013353869319,0.6287304759025574,0.016627952456474304,0.10950606316328049,01-01-02-01-01-01-09,55,Calm,Sad
0.09495502710342407,0.008449606597423553,0.0478622242808342,0.004131781868636608,0.6951223015785217,0.061011940240859985,0.08846711367368698,01-01-02-01-01-01-09,56,Calm,Sad
