Angry,Disgust,Fearful,Happy,Sad,Surprised,Neutral,Video,Frame,Correct_Class,Predicted_Class
0.08968159556388855,0.000608398811891675,0.20949070155620575,0.008525485172867775,0.20269465446472168,0.2729737460613251,0.21602532267570496,01-01-02-01-01-01-11,26,Calm,Surprised
0.094045490026474,0.0005380895454436541,0.17763203382492065,0.010650034062564373,0.23613902926445007,0.2858009338378906,0.19519437849521637,01-01-02-01-01-01-11,27,Calm,Surprised
0.09040659666061401,0.00045566962216980755,0.16739340126514435,0.015136608853936195,0.2384733259677887,0.25276973843574524,0.23536467552185059,01-01-02-01-01-01-11,28,Calm,Surprised
0.09589620679616928,0.0004893407458439469,0.15449687838554382,0.01953074336051941,0.23239895701408386,0.25212201476097107,0.245065838098526,01-01-02-01-01-01-11,29,Calm,Surprised
0.0918702781200409,0.0004842613998334855,0.15928691625595093,0.016916820779442787,0.2795385420322418,0.19785486161708832,0.2540484070777893,01-01-02-01-01-01-11,30,Calm,Sad
0.09501495957374573,0.0005836206255480647,0.14954063296318054,0.019377747550606728,0.27409476041793823,0.20750775933265686,0.25388047099113464,01-01-02-01-01-01-11,31,Calm,Sad
0.08386754989624023,0.0004207303572911769,0.12665538489818573,0.018756216391921043,0.3247218728065491,0.13854153454303741,0.3070366084575653,01-01-02-01-01-01-11,32,Calm,Sad
0.0657980814576149,0.0002581956214271486,0.1014704778790474,0.017867671325802803,0.2730516791343689,0.09646205604076385,0.44509175419807434,01-01-02-01-01-01-11,33,Calm,Neutral
0.06302070617675781,0.00021832139464095235,0.09257626533508301,0.023415088653564453,0.27733486890792847,0.04215219244360924,0.5012825727462769,01-01-02-01-01-01-11,34,Calm,Neutral
0.09172733128070831,0.000265270471572876,0.06331609189510345,0.02753402665257454,0.34887686371803284,0.02600754424929619,0.4422729015350342,01-01-02-01-01-01-11,35,Calm,Neutral
0.09065161645412445,0.00016013512504287064,0.04930132254958153,0.003915607463568449,0.7211416363716125,0.008056317456066608,0.1267733871936798,01-01-02-01-01-01-11,36,Calm,Sad
0.07891855388879776,0.00013496891187969595,0.04330410435795784,0.007389123551547527,0.6447588801383972,0.006620687432587147,0.21887367963790894,01-01-02-01-01-01-11,37,Calm,Sad
0.09355893731117249,0.0003400460700504482,0.048648640513420105,0.006377341691404581,0.6718846559524536,0.005617707502096891,0.17357265949249268,01-01-02-01-01-01-11,38,Calm,Sad
0.09783252328634262,0.0004712553054559976,0.06825758516788483,0.004844275768846273,0.6339937448501587,0.0067859310656785965,0.18781474232673645,01-01-02-01-01-01-11,39,Calm,Sad
0.07115641981363297,0.0002266730007249862,0.036883916705846786,0.0043496484868228436,0.7327349185943604,0.0024031363427639008,0.15224534273147583,01-01-02-01-01-01-11,40,Calm,Sad
0.08612901717424393,0.00023067495203576982,0.04430877044796944,0.010902872309088707,0.5283998250961304,0.004298265557736158,0.3257306218147278,01-01-02-01-01-01-11,41,Calm,Sad
0.07464143633842468,0.0002351440052734688,0.03790201619267464,0.020008448511362076,0.24876268208026886,0.008536286652088165,0.6099140048027039,01-01-02-01-01-01-11,42,Calm,Neutral
0.07033859938383102,0.00021830375771969557,0.053447794169187546,0.015395309776067734,0.249713733792305,0.021873705089092255,0.5890125632286072,01-01-02-01-01-01-11,43,Calm,Neutral
0.08281298726797104,0.0004979712539352477,0.08899835497140884,0.020609596744179726,0.3285377621650696,0.14941412210464478,0.3291291892528534,01-01-02-01-01-01-11,44,Calm,Neutral
0.10654223710298538,0.0009966387879103422,0.0919991061091423,0.014280024915933609,0.24810202419757843,0.3982371687889099,0.13984276354312897,01-01-02-01-01-01-11,45,Calm,Surprised
0.1089416965842247,0.0008139022393152118,0.10182925313711166,0.01358009036630392,0.26643291115760803,0.3806169033050537,0.12778523564338684,01-01-02-01-01-01-11,46,Calm,Surprised
0.10168401896953583,0.0008968645706772804,0.12094938009977341,0.009226392954587936,0.4277608394622803,0.1824076771736145,0.15707485377788544,01-01-02-01-01-01-11,47,Calm,Sad
0.07255854457616806,0.00031215776107273996,0.10232601314783096,0.008411574177443981,0.3878650963306427,0.08792857825756073,0.34059810638427734,01-01-02-01-01-01-11,48,Calm,Sad
0.06441541016101837,0.00023151733330450952,0.09517080336809158,0.012784714810550213,0.3203679323196411,0.05375489592552185,0.4532746970653534,01-01-02-01-01-01-11,49,Calm,Neutral
0.057973429560661316,0.00019260765111539513,0.08251060545444489,0.020991453900933266,0.245521679520607,0.07567355036735535,0.5171366333961487,01-01-02-01-01-01-11,50,Calm,Neutral
0.07418790459632874,0.0002844348782673478,0.10311105102300644,0.015427472069859505,0.27161717414855957,0.06569521129131317,0.4696767032146454,01-01-02-01-01-01-11,51,Calm,Neutral
0.057392045855522156,0.00017093140922952443,0.09874514490365982,0.01745133474469185,0.23655103147029877,0.03000754676759243,0.5596819519996643,01-01-02-01-01-01-11,52,Calm,Neutral
0.026309769600629807,8.216730930143967e-05,0.04150553047657013,0.05023398995399475,0.0782281681895256,0.0113184479996562,0.7923218607902527,01-01-02-01-01-01-11,53,Calm,Neutral
0.018833087757229805,4.097615965292789e-05,0.015594442375004292,0.04049689322710037,0.03896579146385193,0.002254749881103635,0.8838140368461609,01-01-02-01-01-01-11,54,Calm,Neutral
0.02063565142452717,5.3435214795172215e-05,0.02784346044063568,0.0636119470000267,0.052196796983480453,0.004243703093379736,0.8314149975776672,01-01-02-01-01-01-11,55,Calm,Neutral
0.043094608932733536,0.00027771893655881286,0.07230193167924881,0.03501928970217705,0.15997089445590973,0.1555534154176712,0.5337821245193481,01-01-02-01-01-01-11,56,Calm,Neutral
0.05650179460644722,0.00031689213938079774,0.09482304006814957,0.025983845815062523,0.2183222621679306,0.12808366119861603,0.4759685695171356,01-01-02-01-01-01-11,57,Calm,Neutral
0.04024325683712959,0.00014304046635515988,0.07639805972576141,0.04004030302166939,0.17620572447776794,0.03917375206947327,0.6277958154678345,01-01-02-01-01-01-11,58,Calm,Neutral
0.045202553272247314,0.0001752673415467143,0.06969299167394638,0.03304918482899666,0.17615026235580444,0.02943960390985012,0.646290123462677,01-01-02-01-01-01-11,59,Calm,Neutral
0.05215524137020111,0.00016835928545333445,0.09698896110057831,0.024657659232616425,0.22329068183898926,0.04496665298938751,0.5577724575996399,01-01-02-01-01-01-11,60,Calm,Neutral
0.03877413645386696,9.875067917164415e-05,0.06546958535909653,0.03533446043729782,0.171418234705925,0.03212838992476463,0.656776487827301,01-01-02-01-01-01-11,61,Calm,Neutral
0.026222942396998405,7.074882159940898e-05,0.043574266135692596,0.052609167993068695,0.11501749604940414,0.022030025720596313,0.7404754161834717,01-01-02-01-01-01-11,62,Calm,Neutral
0.018323125317692757,5.134246021043509e-05,0.029388807713985443,0.07114437222480774,0.0803779661655426,0.020088274031877518,0.780626118183136,01-01-02-01-01-01-11,63,Calm,Neutral
0.020748566836118698,6.253915489651263e-05,0.028843216598033905,0.04723091796040535,0.08636172115802765,0.023245520889759064,0.79350745677948,01-01-02-01-01-01-11,64,Calm,Neutral
0.01958182267844677,7.122285751393065e-05,0.02908180095255375,0.03203289210796356,0.08477684110403061,0.024845389649271965,0.8096100687980652,01-01-02-01-01-01-11,65,Calm,Neutral
0.019127383828163147,8.279734174720943e-05,0.025563349947333336,0.024904964491724968,0.06618440896272659,0.02455613762140274,0.8395810127258301,01-01-02-01-01-01-11,66,Calm,Neutral
0.021771201863884926,9.898553253151476e-05,0.032949790358543396,0.022380264475941658,0.07418803870677948,0.03522322699427605,0.813388466835022,01-01-02-01-01-01-11,67,Calm,Neutral
0.025868745520710945,0.00012708958820439875,0.03394707292318344,0.023828336969017982,0.09202270209789276,0.03199256956577301,0.7922134399414062,01-01-02-01-01-01-11,68,Calm,Neutral
0.030702956020832062,0.0001633006613701582,0.04177454859018326,0.019952965900301933,0.09931951016187668,0.03140668198466301,0.776680052280426,01-01-02-01-01-01-11,69,Calm,Neutral
0.0289242472499609,0.00014377557090483606,0.03942132368683815,0.02838873863220215,0.09827887266874313,0.028654811903834343,0.7761882543563843,01-01-02-01-01-01-11,70,Calm,Neutral
0.02505650371313095,9.044181206263602e-05,0.03810844570398331,0.03665457293391228,0.10617505759000778,0.026972264051437378,0.7669427394866943,01-01-02-01-01-01-11,71,Calm,Neutral
0.024939700961112976,8.349606650881469e-05,0.03147260099649429,0.04736685752868652,0.09835010766983032,0.01995750702917576,0.7778297662734985,01-01-02-01-01-01-11,72,Calm,Neutral
0.02223193272948265,6.502652104245499e-05,0.03188489377498627,0.09071934968233109,0.09437611699104309,0.021249830722808838,0.7394728660583496,01-01-02-01-01-01-11,73,Calm,Neutral
0.04782721772789955,0.00037494543357752264,0.1565316915512085,0.019125979393720627,0.10937758535146713,0.3721449077129364,0.2946176528930664,01-01-02-01-01-02-11,26,Calm,Surprised
0.05214284360408783,0.0003868468920700252,0.15316906571388245,0.022054532542824745,0.1260623335838318,0.3411821126937866,0.30500227212905884,01-01-02-01-01-02-11,27,Calm,Surprised
0.04837877303361893,0.00031495036091655493,0.1345369666814804,0.02825154922902584,0.12901481986045837,0.41758301854133606,0.24191997945308685,01-01-02-01-01-02-11,28,Calm,Surprised
0.05171765387058258,0.0002656275755725801,0.11443063616752625,0.04234527051448822,0.15532433986663818,0.35049423575401306,0.2854222059249878,01-01-02-01-01-02-11,29,Calm,Surprised
0.0521576814353466,0.0002999593853019178,0.10196506977081299,0.05260166898369789,0.17572931945323944,0.332879900932312,0.2843664884567261,01-01-02-01-01-02-11,30,Calm,Surprised
0.05219163000583649,0.00034484820207580924,0.10591073334217072,0.055985160171985626,0.1837606579065323,0.33874428272247314,0.26306262612342834,01-01-02-01-01-02-11,31,Calm,Surprised
0.0472760833799839,0.0003642542869783938,0.0831490159034729,0.06851952522993088,0.17564861476421356,0.24511858820915222,0.37992385029792786,01-01-02-01-01-02-11,32,Calm,Neutral
0.04922697693109512,0.0003096441796515137,0.09502200037240982,0.06640533357858658,0.1800212264060974,0.1199847161769867,0.4890301525592804,01-01-02-01-01-02-11,33,Calm,Neutral
0.04493502527475357,0.0002828829165082425,0.08728402853012085,0.06040184572339058,0.17690028250217438,0.07238174229860306,0.5578141808509827,01-01-02-01-01-02-11,34,Calm,Neutral
0.025963207706809044,0.000134481699205935,0.026547405868768692,0.1097516119480133,0.08811924606561661,0.04242391884326935,0.7070600986480713,01-01-02-01-01-02-11,35,Calm,Neutral
0.029521513730287552,0.00014418225327972323,0.02942565828561783,0.06466276198625565,0.0924491137266159,0.019917676225304604,0.7638790607452393,01-01-02-01-01-02-11,36,Calm,Neutral
0.030176764354109764,0.00015965134662110358,0.023684466257691383,0.039305444806814194,0.0822041928768158,0.012249944731593132,0.812219500541687,01-01-02-01-01-02-11,37,Calm,Neutral
0.0302888210862875,0.0001593997294548899,0.02198992669582367,0.042169470340013504,0.08622399717569351,0.014706321991980076,0.8044620752334595,01-01-02-01-01-02-11,38,Calm,Neutral
0.03071974217891693,0.0001306124759139493,0.025554798543453217,0.035043247044086456,0.09861213713884354,0.013253199867904186,0.7966862320899963,01-01-02-01-01-02-11,39,Calm,Neutral
0.028549229726195335,0.00011095277295680717,0.022938232868909836,0.04462898150086403,0.09090963751077652,0.015210679732263088,0.7976523041725159,01-01-02-01-01-02-11,40,Calm,Neutral
0.03697003424167633,0.00015233407611958683,0.02699899673461914,0.03390875458717346,0.11925894021987915,0.017465997487306595,0.7652450203895569,01-01-02-01-01-02-11,41,Calm,Neutral
0.03389906510710716,0.0001369250239804387,0.025690684095025063,0.04066721349954605,0.10587748885154724,0.014329594559967518,0.779399037361145,01-01-02-01-01-02-11,42,Calm,Neutral
0.03840559720993042,0.00021591581753455102,0.03424014151096344,0.021550096571445465,0.10379806160926819,0.03131398931145668,0.7704761624336243,01-01-02-01-01-02-11,43,Calm,Neutral
0.04481920972466469,0.0004909506533294916,0.05218704044818878,0.045645833015441895,0.1329825222492218,0.2821962535381317,0.4416782259941101,01-01-02-01-01-02-11,44,Calm,Neutral
0.05326872691512108,0.00047311995876953006,0.05892444774508476,0.0456729531288147,0.07476053386926651,0.659004807472229,0.10789544880390167,01-01-02-01-01-02-11,45,Calm,Surprised
0.05457358807325363,0.0004732526431325823,0.0655776709318161,0.037451811134815216,0.060974813997745514,0.707693338394165,0.07325554639101028,01-01-02-01-01-02-11,46,Calm,Surprised
0.04982933774590492,0.0006038828869350255,0.07546402513980865,0.028224263340234756,0.09945022314786911,0.5545847415924072,0.19184359908103943,01-01-02-01-01-02-11,47,Calm,Surprised
0.055320776998996735,0.00032248461502604187,0.09433560818433762,0.027873847633600235,0.14929132163524628,0.14129489660263062,0.5315610766410828,01-01-02-01-01-02-11,48,Calm,Neutral
0.05774645879864693,0.0003560108889359981,0.09237314015626907,0.025877932086586952,0.1669469177722931,0.10657729208469391,0.5501223206520081,01-01-02-01-01-02-11,49,Calm,Neutral
0.05595822259783745,0.0003246226697228849,0.08674222975969315,0.030475087463855743,0.14806722104549408,0.10604241490364075,0.5723901987075806,01-01-02-01-01-02-11,50,Calm,Neutral
0.06584218889474869,0.0004982728860341012,0.10985393077135086,0.028602847829461098,0.1666695773601532,0.12539470195770264,0.5031384825706482,01-01-02-01-01-02-11,51,Calm,Neutral
0.0655762255191803,0.0004543734830804169,0.10275930911302567,0.03427289053797722,0.18523907661437988,0.10511061549186707,0.5065875053405762,01-01-02-01-01-02-11,52,Calm,Neutral
0.0442754290997982,0.00027512721135281026,0.07455506175756454,0.03995026648044586,0.1362183392047882,0.07911334186792374,0.6256124973297119,01-01-02-01-01-02-11,53,Calm,Neutral
0.01429843995720148,3.930968159693293e-05,0.009964182041585445,0.05581071227788925,0.023063035681843758,0.0035454323515295982,0.8932788968086243,01-01-02-01-01-02-11,54,Calm,Neutral
0.01610945723950863,4.507195990299806e-05,0.010044089518487453,0.03228622302412987,0.022996922954916954,0.0033595936838537455,0.9151586890220642,01-01-02-01-01-02-11,55,Calm,Neutral
0.011974705383181572,3.914003900717944e-05,0.010910796001553535,0.07079533487558365,0.020568938925862312,0.005662894807755947,0.8800482153892517,01-01-02-01-01-02-11,56,Calm,Neutral
0.04962552338838577,0.00045964328455738723,0.08890954405069351,0.04684419557452202,0.08771789819002151,0.49568837881088257,0.23075488209724426,01-01-02-01-01-02-11,57,Calm,Surprised
0.07462777197360992,0.0008060797699727118,0.15164010226726532,0.027012566104531288,0.14369221031665802,0.4039016664028168,0.19831955432891846,01-01-02-01-01-02-11,58,Calm,Surprised
0.05265599861741066,0.0003873057139571756,0.09899958968162537,0.030184509232640266,0.1502586156129837,0.10559923201799393,0.5619147419929504,01-01-02-01-01-02-11,59,Calm,Neutral
0.03951095789670944,0.0002771138388197869,0.06090403348207474,0.030080221593379974,0.11435475945472717,0.03833610191941261,0.7165368795394897,01-01-02-01-01-02-11,60,Calm,Neutral
0.039590984582901,0.00022184311819728464,0.05945068225264549,0.017453307285904884,0.11132983863353729,0.036744192242622375,0.7352091670036316,01-01-02-01-01-02-11,61,Calm,Neutral
0.025331560522317886,0.00011469190212665126,0.03411523625254631,0.024465370923280716,0.07820756733417511,0.042957909405231476,0.7948076128959656,01-01-02-01-01-02-11,62,Calm,Neutral
0.015431724488735199,7.323248428292572e-05,0.021336615085601807,0.0330481193959713,0.053519949316978455,0.036329980939626694,0.8402603268623352,01-01-02-01-01-02-11,63,Calm,Neutral
0.011491655372083187,6.091649265727028e-05,0.01712236925959587,0.04345197603106499,0.033607687801122665,0.07303879410028458,0.8212265968322754,01-01-02-01-01-02-11,64,Calm,Neutral
0.010637623257935047,6.741370452800766e-05,0.014878359623253345,0.036250948905944824,0.02595978043973446,0.09355254471302032,0.8186533451080322,01-01-02-01-01-02-11,65,Calm,Neutral
0.01117593515664339,6.697478238493204e-05,0.01472400687634945,0.02602180279791355,0.019726762548089027,0.1787216067314148,0.7495629787445068,01-01-02-01-01-02-11,66,Calm,Neutral
0.013320321217179298,7.12554101482965e-05,0.014588465914130211,0.017510199919342995,0.020603787153959274,0.10662366449832916,0.8272823095321655,01-01-02-01-01-02-11,67,Calm,Neutral
0.012054127641022205,6.005034811096266e-05,0.012025869451463223,0.014390720054507256,0.018971871584653854,0.07698516547679901,0.8655121922492981,01-01-02-01-01-02-11,68,Calm,Neutral
0.014800545759499073,6.843156734248623e-05,0.014516117051243782,0.01176448818296194,0.019368428736925125,0.08295665681362152,0.8565253615379333,01-01-02-01-01-02-11,69,Calm,Neutral
0.017828576266765594,9.414631495019421e-05,0.022920748218894005,0.011217168532311916,0.027638820931315422,0.10084401071071625,0.8194565773010254,01-01-02-01-01-02-11,70,Calm,Neutral
0.021822310984134674,0.00016914258594624698,0.03955595940351486,0.009813217446208,0.03312329947948456,0.221865713596344,0.673650324344635,01-01-02-01-01-02-11,71,Calm,Neutral
0.028556950390338898,0.00023601621796842664,0.06275048851966858,0.011553998105227947,0.047466639429330826,0.17532895505428314,0.6741068959236145,01-01-02-01-01-02-11,72,Calm,Neutral
0.034452054649591446,0.00028333684895187616,0.09577224403619766,0.013067356310784817,0.06314197927713394,0.2575652003288269,0.535717785358429,01-01-02-01-01-02-11,73,Calm,Neutral
0.03854236751794815,0.00031665668939240277,0.08891911804676056,0.01627594791352749,0.07419154793024063,0.18190790712833405,0.5998464822769165,01-01-02-01-01-02-11,74,Calm,Neutral
0.02220669388771057,0.00014276959700509906,0.042848192155361176,0.02848375029861927,0.04899858310818672,0.10011252760887146,0.757207453250885,01-01-02-01-01-02-11,75,Calm,Neutral
0.042501695454120636,0.00014362811634782702,0.07192576676607132,0.010494127869606018,0.09240642935037613,0.03154261037707329,0.7509856820106506,01-01-02-01-02-01-11,26,Calm,Neutral
0.040367819368839264,0.00012779766984749585,0.07266628742218018,0.011127944104373455,0.09551452100276947,0.03537799417972565,0.7448176741600037,01-01-02-01-02-01-11,27,Calm,Neutral
0.039871904999017715,0.000130861735669896,0.0714113637804985,0.01110529713332653,0.10257071256637573,0.04759913310408592,0.7273106575012207,01-01-02-01-02-01-11,28,Calm,Neutral
